frame,requirement_id,frame_domain_id,trace_id,entry_state_sha256,time_ms,scenario,language,kind,expected_state,trigger,baseline_file,baseline_sha256,implementation_file,implementation_sha256,diff_file,diff_sha256,normalized_rmse,timing_result,visual_result,evidence_source,reviewer,notes
1,req-default-root-en,root,default-root-en,bf209e3302a76c14fff3e7e12f6fdc0f9bc01d4934aadd03334b5c3cf61b7cf1,0,default,en,structural-specification-initial,source-root-structural-specification-only; nativeStage=800x600; rootFrame=1/10; structuralReasons=exported-action-script|initial-one-indexed-frame|script-stop-state|structural-action:DoAction; runtimeReachability=unresolved,source-static-root-frame-selection-only; no runtime trigger or causality claimed; strictAcceptanceEffect=none,,,,,,,,,,audit/scenario-inventory.json@sha256:b679833fcff56a35efe4816905e7a6dcc264174b9fc8a01c8f972f57e438cc37; baseline/ffdec-root-frames.json@sha256:e7966a3c277b49d05a89e191194b9e0ba254aa397a22faae500e6196cbd07f4e; evidence/full-frame-coverage.json@sha256:0244b2bfefd893156fa14f9f40fdf427d9baad23f8a43d58188a74b4767e2073; migrations/course-g04-l10-in-016/audit/trace-specs/lesson-releases/lesson-g04-l10-perimeter-area/req-default-root-en.json@sha256:c66ab8bdcdc6081c8aef4f0696d2eb79e79df30d318e31362ee72b6470391242; migrations/lesson-release-trace-spec-indexes/lesson-g04-l10-perimeter-area.json@sha256:d2f846831fa9a5c7c3a7e9cb0276a8b3671fbf6c26d17067bf4610c132e8687f; audit/frame-domain-disposition.json@sha256:3743b17ad863d2b022f06026f0aa13d1ca80791181dde2ce9941bd3831971008,,"Source-evidenced root structural specification only. Runtime reachability and natural playback remain unresolved. EN and ES rows bind separate exact coverage identities; no language visual difference or bilingual acceptance is asserted. Audio cue content, timing, host synchronization, and Replay behavior remain unresolved. Nested keyframes are not invented. Baseline, implementation, diff, RMSE, timing, visual-result, and reviewer fields are intentionally blank. Fidelity, human review, owner acceptance, strict completion, and publication remain unresolved. strictAcceptanceEffect=none."
1,req-default-root-es,root,default-root-es,4e4bcf0390c6fd9bb1539b0c26a8555d9e4034ef5c591548bdb1f9a506f70067,0,default,es,structural-specification-initial,source-root-structural-specification-only; nativeStage=800x600; rootFrame=1/10; structuralReasons=exported-action-script|initial-one-indexed-frame|script-stop-state|structural-action:DoAction; runtimeReachability=unresolved,source-static-root-frame-selection-only; no runtime trigger or causality claimed; strictAcceptanceEffect=none,,,,,,,,,,audit/scenario-inventory.json@sha256:b679833fcff56a35efe4816905e7a6dcc264174b9fc8a01c8f972f57e438cc37; baseline/ffdec-root-frames.json@sha256:e7966a3c277b49d05a89e191194b9e0ba254aa397a22faae500e6196cbd07f4e; evidence/full-frame-coverage.json@sha256:0244b2bfefd893156fa14f9f40fdf427d9baad23f8a43d58188a74b4767e2073; migrations/course-g04-l10-in-016/audit/trace-specs/lesson-releases/lesson-g04-l10-perimeter-area/req-default-root-es.json@sha256:84bfa9d639e5810426144b40fc7f4a588b8cd25bf515bb66f72650069583e87d; migrations/lesson-release-trace-spec-indexes/lesson-g04-l10-perimeter-area.json@sha256:d2f846831fa9a5c7c3a7e9cb0276a8b3671fbf6c26d17067bf4610c132e8687f; audit/frame-domain-disposition.json@sha256:3743b17ad863d2b022f06026f0aa13d1ca80791181dde2ce9941bd3831971008,,"Source-evidenced root structural specification only. Runtime reachability and natural playback remain unresolved. EN and ES rows bind separate exact coverage identities; no language visual difference or bilingual acceptance is asserted. Audio cue content, timing, host synchronization, and Replay behavior remain unresolved. Nested keyframes are not invented. Baseline, implementation, diff, RMSE, timing, visual-result, and reviewer fields are intentionally blank. Fidelity, human review, owner acceptance, strict completion, and publication remain unresolved. strictAcceptanceEffect=none."
6,req-default-root-en,root,default-root-en,bf209e3302a76c14fff3e7e12f6fdc0f9bc01d4934aadd03334b5c3cf61b7cf1,416.666667,default,en,structural-specification-transition,source-root-structural-specification-only; nativeStage=800x600; rootFrame=6/10; structuralReasons=exported-action-script|frame-label:begin|root-named-placement|script-stop-state|static-root-render-hash-transition|structural-action:DoAction; runtimeReachability=unresolved,source-static-root-frame-selection-only; no runtime trigger or causality claimed; strictAcceptanceEffect=none,,,,,,,,,,audit/scenario-inventory.json@sha256:b679833fcff56a35efe4816905e7a6dcc264174b9fc8a01c8f972f57e438cc37; baseline/ffdec-root-frames.json@sha256:e7966a3c277b49d05a89e191194b9e0ba254aa397a22faae500e6196cbd07f4e; evidence/full-frame-coverage.json@sha256:0244b2bfefd893156fa14f9f40fdf427d9baad23f8a43d58188a74b4767e2073; migrations/course-g04-l10-in-016/audit/trace-specs/lesson-releases/lesson-g04-l10-perimeter-area/req-default-root-en.json@sha256:c66ab8bdcdc6081c8aef4f0696d2eb79e79df30d318e31362ee72b6470391242; migrations/lesson-release-trace-spec-indexes/lesson-g04-l10-perimeter-area.json@sha256:d2f846831fa9a5c7c3a7e9cb0276a8b3671fbf6c26d17067bf4610c132e8687f; audit/frame-domain-disposition.json@sha256:3743b17ad863d2b022f06026f0aa13d1ca80791181dde2ce9941bd3831971008,,"Source-evidenced root structural specification only. Runtime reachability and natural playback remain unresolved. EN and ES rows bind separate exact coverage identities; no language visual difference or bilingual acceptance is asserted. Audio cue content, timing, host synchronization, and Replay behavior remain unresolved. Nested keyframes are not invented. Baseline, implementation, diff, RMSE, timing, visual-result, and reviewer fields are intentionally blank. Fidelity, human review, owner acceptance, strict completion, and publication remain unresolved. strictAcceptanceEffect=none."
6,req-default-root-es,root,default-root-es,4e4bcf0390c6fd9bb1539b0c26a8555d9e4034ef5c591548bdb1f9a506f70067,416.666667,default,es,structural-specification-transition,source-root-structural-specification-only; nativeStage=800x600; rootFrame=6/10; structuralReasons=exported-action-script|frame-label:begin|root-named-placement|script-stop-state|static-root-render-hash-transition|structural-action:DoAction; runtimeReachability=unresolved,source-static-root-frame-selection-only; no runtime trigger or causality claimed; strictAcceptanceEffect=none,,,,,,,,,,audit/scenario-inventory.json@sha256:b679833fcff56a35efe4816905e7a6dcc264174b9fc8a01c8f972f57e438cc37; baseline/ffdec-root-frames.json@sha256:e7966a3c277b49d05a89e191194b9e0ba254aa397a22faae500e6196cbd07f4e; evidence/full-frame-coverage.json@sha256:0244b2bfefd893156fa14f9f40fdf427d9baad23f8a43d58188a74b4767e2073; migrations/course-g04-l10-in-016/audit/trace-specs/lesson-releases/lesson-g04-l10-perimeter-area/req-default-root-es.json@sha256:84bfa9d639e5810426144b40fc7f4a588b8cd25bf515bb66f72650069583e87d; migrations/lesson-release-trace-spec-indexes/lesson-g04-l10-perimeter-area.json@sha256:d2f846831fa9a5c7c3a7e9cb0276a8b3671fbf6c26d17067bf4610c132e8687f; audit/frame-domain-disposition.json@sha256:3743b17ad863d2b022f06026f0aa13d1ca80791181dde2ce9941bd3831971008,,"Source-evidenced root structural specification only. Runtime reachability and natural playback remain unresolved. EN and ES rows bind separate exact coverage identities; no language visual difference or bilingual acceptance is asserted. Audio cue content, timing, host synchronization, and Replay behavior remain unresolved. Nested keyframes are not invented. Baseline, implementation, diff, RMSE, timing, visual-result, and reviewer fields are intentionally blank. Fidelity, human review, owner acceptance, strict completion, and publication remain unresolved. strictAcceptanceEffect=none."
7,req-default-root-en,root,default-root-en,bf209e3302a76c14fff3e7e12f6fdc0f9bc01d4934aadd03334b5c3cf61b7cf1,500,default,en,structural-specification-transition,source-root-structural-specification-only; nativeStage=800x600; rootFrame=7/10; structuralReasons=static-root-render-hash-transition; runtimeReachability=unresolved,source-static-root-frame-selection-only; no runtime trigger or causality claimed; strictAcceptanceEffect=none,,,,,,,,,,audit/scenario-inventory.json@sha256:b679833fcff56a35efe4816905e7a6dcc264174b9fc8a01c8f972f57e438cc37; baseline/ffdec-root-frames.json@sha256:e7966a3c277b49d05a89e191194b9e0ba254aa397a22faae500e6196cbd07f4e; evidence/full-frame-coverage.json@sha256:0244b2bfefd893156fa14f9f40fdf427d9baad23f8a43d58188a74b4767e2073; migrations/course-g04-l10-in-016/audit/trace-specs/lesson-releases/lesson-g04-l10-perimeter-area/req-default-root-en.json@sha256:c66ab8bdcdc6081c8aef4f0696d2eb79e79df30d318e31362ee72b6470391242; migrations/lesson-release-trace-spec-indexes/lesson-g04-l10-perimeter-area.json@sha256:d2f846831fa9a5c7c3a7e9cb0276a8b3671fbf6c26d17067bf4610c132e8687f; audit/frame-domain-disposition.json@sha256:3743b17ad863d2b022f06026f0aa13d1ca80791181dde2ce9941bd3831971008,,"Source-evidenced root structural specification only. Runtime reachability and natural playback remain unresolved. EN and ES rows bind separate exact coverage identities; no language visual difference or bilingual acceptance is asserted. Audio cue content, timing, host synchronization, and Replay behavior remain unresolved. Nested keyframes are not invented. Baseline, implementation, diff, RMSE, timing, visual-result, and reviewer fields are intentionally blank. Fidelity, human review, owner acceptance, strict completion, and publication remain unresolved. strictAcceptanceEffect=none."
7,req-default-root-es,root,default-root-es,4e4bcf0390c6fd9bb1539b0c26a8555d9e4034ef5c591548bdb1f9a506f70067,500,default,es,structural-specification-transition,source-root-structural-specification-only; nativeStage=800x600; rootFrame=7/10; structuralReasons=static-root-render-hash-transition; runtimeReachability=unresolved,source-static-root-frame-selection-only; no runtime trigger or causality claimed; strictAcceptanceEffect=none,,,,,,,,,,audit/scenario-inventory.json@sha256:b679833fcff56a35efe4816905e7a6dcc264174b9fc8a01c8f972f57e438cc37; baseline/ffdec-root-frames.json@sha256:e7966a3c277b49d05a89e191194b9e0ba254aa397a22faae500e6196cbd07f4e; evidence/full-frame-coverage.json@sha256:0244b2bfefd893156fa14f9f40fdf427d9baad23f8a43d58188a74b4767e2073; migrations/course-g04-l10-in-016/audit/trace-specs/lesson-releases/lesson-g04-l10-perimeter-area/req-default-root-es.json@sha256:84bfa9d639e5810426144b40fc7f4a588b8cd25bf515bb66f72650069583e87d; migrations/lesson-release-trace-spec-indexes/lesson-g04-l10-perimeter-area.json@sha256:d2f846831fa9a5c7c3a7e9cb0276a8b3671fbf6c26d17067bf4610c132e8687f; audit/frame-domain-disposition.json@sha256:3743b17ad863d2b022f06026f0aa13d1ca80791181dde2ce9941bd3831971008,,"Source-evidenced root structural specification only. Runtime reachability and natural playback remain unresolved. EN and ES rows bind separate exact coverage identities; no language visual difference or bilingual acceptance is asserted. Audio cue content, timing, host synchronization, and Replay behavior remain unresolved. Nested keyframes are not invented. Baseline, implementation, diff, RMSE, timing, visual-result, and reviewer fields are intentionally blank. Fidelity, human review, owner acceptance, strict completion, and publication remain unresolved. strictAcceptanceEffect=none."
8,req-default-root-en,root,default-root-en,bf209e3302a76c14fff3e7e12f6fdc0f9bc01d4934aadd03334b5c3cf61b7cf1,583.333333,default,en,structural-specification-transition,source-root-structural-specification-only; nativeStage=800x600; rootFrame=8/10; structuralReasons=static-root-render-hash-transition; runtimeReachability=unresolved,source-static-root-frame-selection-only; no runtime trigger or causality claimed; strictAcceptanceEffect=none,,,,,,,,,,audit/scenario-inventory.json@sha256:b679833fcff56a35efe4816905e7a6dcc264174b9fc8a01c8f972f57e438cc37; baseline/ffdec-root-frames.json@sha256:e7966a3c277b49d05a89e191194b9e0ba254aa397a22faae500e6196cbd07f4e; evidence/full-frame-coverage.json@sha256:0244b2bfefd893156fa14f9f40fdf427d9baad23f8a43d58188a74b4767e2073; migrations/course-g04-l10-in-016/audit/trace-specs/lesson-releases/lesson-g04-l10-perimeter-area/req-default-root-en.json@sha256:c66ab8bdcdc6081c8aef4f0696d2eb79e79df30d318e31362ee72b6470391242; migrations/lesson-release-trace-spec-indexes/lesson-g04-l10-perimeter-area.json@sha256:d2f846831fa9a5c7c3a7e9cb0276a8b3671fbf6c26d17067bf4610c132e8687f; audit/frame-domain-disposition.json@sha256:3743b17ad863d2b022f06026f0aa13d1ca80791181dde2ce9941bd3831971008,,"Source-evidenced root structural specification only. Runtime reachability and natural playback remain unresolved. EN and ES rows bind separate exact coverage identities; no language visual difference or bilingual acceptance is asserted. Audio cue content, timing, host synchronization, and Replay behavior remain unresolved. Nested keyframes are not invented. Baseline, implementation, diff, RMSE, timing, visual-result, and reviewer fields are intentionally blank. Fidelity, human review, owner acceptance, strict completion, and publication remain unresolved. strictAcceptanceEffect=none."
8,req-default-root-es,root,default-root-es,4e4bcf0390c6fd9bb1539b0c26a8555d9e4034ef5c591548bdb1f9a506f70067,583.333333,default,es,structural-specification-transition,source-root-structural-specification-only; nativeStage=800x600; rootFrame=8/10; structuralReasons=static-root-render-hash-transition; runtimeReachability=unresolved,source-static-root-frame-selection-only; no runtime trigger or causality claimed; strictAcceptanceEffect=none,,,,,,,,,,audit/scenario-inventory.json@sha256:b679833fcff56a35efe4816905e7a6dcc264174b9fc8a01c8f972f57e438cc37; baseline/ffdec-root-frames.json@sha256:e7966a3c277b49d05a89e191194b9e0ba254aa397a22faae500e6196cbd07f4e; evidence/full-frame-coverage.json@sha256:0244b2bfefd893156fa14f9f40fdf427d9baad23f8a43d58188a74b4767e2073; migrations/course-g04-l10-in-016/audit/trace-specs/lesson-releases/lesson-g04-l10-perimeter-area/req-default-root-es.json@sha256:84bfa9d639e5810426144b40fc7f4a588b8cd25bf515bb66f72650069583e87d; migrations/lesson-release-trace-spec-indexes/lesson-g04-l10-perimeter-area.json@sha256:d2f846831fa9a5c7c3a7e9cb0276a8b3671fbf6c26d17067bf4610c132e8687f; audit/frame-domain-disposition.json@sha256:3743b17ad863d2b022f06026f0aa13d1ca80791181dde2ce9941bd3831971008,,"Source-evidenced root structural specification only. Runtime reachability and natural playback remain unresolved. EN and ES rows bind separate exact coverage identities; no language visual difference or bilingual acceptance is asserted. Audio cue content, timing, host synchronization, and Replay behavior remain unresolved. Nested keyframes are not invented. Baseline, implementation, diff, RMSE, timing, visual-result, and reviewer fields are intentionally blank. Fidelity, human review, owner acceptance, strict completion, and publication remain unresolved. strictAcceptanceEffect=none."
9,req-default-root-en,root,default-root-en,bf209e3302a76c14fff3e7e12f6fdc0f9bc01d4934aadd03334b5c3cf61b7cf1,666.666667,default,en,structural-specification-transition,source-root-structural-specification-only; nativeStage=800x600; rootFrame=9/10; structuralReasons=static-root-render-hash-transition; runtimeReachability=unresolved,source-static-root-frame-selection-only; no runtime trigger or causality claimed; strictAcceptanceEffect=none,,,,,,,,,,audit/scenario-inventory.json@sha256:b679833fcff56a35efe4816905e7a6dcc264174b9fc8a01c8f972f57e438cc37; baseline/ffdec-root-frames.json@sha256:e7966a3c277b49d05a89e191194b9e0ba254aa397a22faae500e6196cbd07f4e; evidence/full-frame-coverage.json@sha256:0244b2bfefd893156fa14f9f40fdf427d9baad23f8a43d58188a74b4767e2073; migrations/course-g04-l10-in-016/audit/trace-specs/lesson-releases/lesson-g04-l10-perimeter-area/req-default-root-en.json@sha256:c66ab8bdcdc6081c8aef4f0696d2eb79e79df30d318e31362ee72b6470391242; migrations/lesson-release-trace-spec-indexes/lesson-g04-l10-perimeter-area.json@sha256:d2f846831fa9a5c7c3a7e9cb0276a8b3671fbf6c26d17067bf4610c132e8687f; audit/frame-domain-disposition.json@sha256:3743b17ad863d2b022f06026f0aa13d1ca80791181dde2ce9941bd3831971008,,"Source-evidenced root structural specification only. Runtime reachability and natural playback remain unresolved. EN and ES rows bind separate exact coverage identities; no language visual difference or bilingual acceptance is asserted. Audio cue content, timing, host synchronization, and Replay behavior remain unresolved. Nested keyframes are not invented. Baseline, implementation, diff, RMSE, timing, visual-result, and reviewer fields are intentionally blank. Fidelity, human review, owner acceptance, strict completion, and publication remain unresolved. strictAcceptanceEffect=none."
9,req-default-root-es,root,default-root-es,4e4bcf0390c6fd9bb1539b0c26a8555d9e4034ef5c591548bdb1f9a506f70067,666.666667,default,es,structural-specification-transition,source-root-structural-specification-only; nativeStage=800x600; rootFrame=9/10; structuralReasons=static-root-render-hash-transition; runtimeReachability=unresolved,source-static-root-frame-selection-only; no runtime trigger or causality claimed; strictAcceptanceEffect=none,,,,,,,,,,audit/scenario-inventory.json@sha256:b679833fcff56a35efe4816905e7a6dcc264174b9fc8a01c8f972f57e438cc37; baseline/ffdec-root-frames.json@sha256:e7966a3c277b49d05a89e191194b9e0ba254aa397a22faae500e6196cbd07f4e; evidence/full-frame-coverage.json@sha256:0244b2bfefd893156fa14f9f40fdf427d9baad23f8a43d58188a74b4767e2073; migrations/course-g04-l10-in-016/audit/trace-specs/lesson-releases/lesson-g04-l10-perimeter-area/req-default-root-es.json@sha256:84bfa9d639e5810426144b40fc7f4a588b8cd25bf515bb66f72650069583e87d; migrations/lesson-release-trace-spec-indexes/lesson-g04-l10-perimeter-area.json@sha256:d2f846831fa9a5c7c3a7e9cb0276a8b3671fbf6c26d17067bf4610c132e8687f; audit/frame-domain-disposition.json@sha256:3743b17ad863d2b022f06026f0aa13d1ca80791181dde2ce9941bd3831971008,,"Source-evidenced root structural specification only. Runtime reachability and natural playback remain unresolved. EN and ES rows bind separate exact coverage identities; no language visual difference or bilingual acceptance is asserted. Audio cue content, timing, host synchronization, and Replay behavior remain unresolved. Nested keyframes are not invented. Baseline, implementation, diff, RMSE, timing, visual-result, and reviewer fields are intentionally blank. Fidelity, human review, owner acceptance, strict completion, and publication remain unresolved. strictAcceptanceEffect=none."
