cue_id,language,source_file,sha256,start_frame,start_frame_domain_id,start_semantics,duration_ms,format,channels,sample_rate_hz,source_character_id,notes
catalog-audio-01,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/SA/L5IN09.mp3,285fe3a23440b4b61ffb430dd6f222fd1e769458bec0b129e42034907d84aea0,,,host-user-activated,14376,mp3,1,48000,,ffprobe version 8.1.2 Copyright (c) 2007-2026 the FFmpeg developers; codec=mp3; stream_bitrate_bps=112000; container_bitrate_bps=112000; language=es from legacy host directory semantics (The legacy host maps language code SP and Spanish page audio to the SA directory.); start_semantics=host-user-activated; no child-timeline start_frame is asserted; spoken content and synchronization require authoritative listening.
embedded-stream-0001,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN09.swf,e46c069d4bc2fa7b44dc53ad067a104e84db924bf9f17781f6d715c7fa5ea4a9,,,interaction-state,392,swf-mp3-stream,1,22050,54,"SoundStream in sprite:54, local head frame 1, first block frame 1, 5 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0002,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN09.swf,e46c069d4bc2fa7b44dc53ad067a104e84db924bf9f17781f6d715c7fa5ea4a9,,,interaction-state,2064,swf-mp3-stream,1,22050,59,"SoundStream in sprite:59, local head frame 1, first block frame 2, 26 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0003,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN09.swf,e46c069d4bc2fa7b44dc53ad067a104e84db924bf9f17781f6d715c7fa5ea4a9,,,interaction-state,2142,swf-mp3-stream,1,22050,77,"SoundStream in sprite:77, local head frame 1, first block frame 2, 26 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0004,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN09.swf,e46c069d4bc2fa7b44dc53ad067a104e84db924bf9f17781f6d715c7fa5ea4a9,,,interaction-state,2403,swf-mp3-stream,1,22050,91,"SoundStream in sprite:91, local head frame 1, first block frame 3, 29 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0005,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN09.swf,e46c069d4bc2fa7b44dc53ad067a104e84db924bf9f17781f6d715c7fa5ea4a9,,,interaction-state,2325,swf-mp3-stream,1,22050,103,"SoundStream in sprite:103, local head frame 1, first block frame 2, 28 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0006,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN09.swf,e46c069d4bc2fa7b44dc53ad067a104e84db924bf9f17781f6d715c7fa5ea4a9,,,interaction-state,2220,swf-mp3-stream,1,22050,137,"SoundStream in sprite:137, local head frame 1, first block frame 1, 27 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0007,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN09.swf,e46c069d4bc2fa7b44dc53ad067a104e84db924bf9f17781f6d715c7fa5ea4a9,,,interaction-state,2142,swf-mp3-stream,1,22050,149,"SoundStream in sprite:149, local head frame 1, first block frame 2, 26 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0008,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN09.swf,e46c069d4bc2fa7b44dc53ad067a104e84db924bf9f17781f6d715c7fa5ea4a9,,,interaction-state,2220,swf-mp3-stream,1,22050,177,"SoundStream in sprite:177, local head frame 1, first block frame 2, 27 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0009,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN09.swf,e46c069d4bc2fa7b44dc53ad067a104e84db924bf9f17781f6d715c7fa5ea4a9,,,interaction-state,2482,swf-mp3-stream,1,22050,191,"SoundStream in sprite:191, local head frame 1, first block frame 3, 30 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0010,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN09.swf,e46c069d4bc2fa7b44dc53ad067a104e84db924bf9f17781f6d715c7fa5ea4a9,,,interaction-state,2142,swf-mp3-stream,1,22050,230,"SoundStream in sprite:230, local head frame 1, first block frame 2, 26 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0011,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN09.swf,e46c069d4bc2fa7b44dc53ad067a104e84db924bf9f17781f6d715c7fa5ea4a9,,,interaction-state,44800,swf-mp3-stream,1,22050,292,"SoundStream in sprite:292, local head frame 1, first block frame 28, 538 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
