cue_id,language,source_file,sha256,start_frame,start_frame_domain_id,start_semantics,duration_ms,format,channels,sample_rate_hz,source_character_id,notes
catalog-audio-01,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L10/SA/L10IN13.mp3,f638122125c385cff132412a702de5f156459d036982ca88b9763896f3db2a39,,,host-user-activated,14064,mp3,1,48000,,ffprobe version 8.1.2 Copyright (c) 2007-2026 the FFmpeg developers; codec=mp3; stream_bitrate_bps=112000; container_bitrate_bps=112000; language=es from legacy host directory semantics (The legacy host maps language code SP and Spanish page audio to the SA directory.); start_semantics=host-user-activated; no child-timeline start_frame is asserted; spoken content and synchronization require authoritative listening.
embedded-stream-0001,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L10/IN/L10IN13.swf,61c2b91cc84de4bb4a9a732e6c087512dc93785b28abdd1cb6b9cdd8595f1098,,,interaction-state,392,swf-mp3-stream,1,22050,45,"SoundStream in sprite:45, local head frame 1, first block frame 1, 5 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0002,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L10/IN/L10IN13.swf,61c2b91cc84de4bb4a9a732e6c087512dc93785b28abdd1cb6b9cdd8595f1098,,,interaction-state,2064,swf-mp3-stream,1,22050,50,"SoundStream in sprite:50, local head frame 1, first block frame 2, 26 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0003,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L10/IN/L10IN13.swf,61c2b91cc84de4bb4a9a732e6c087512dc93785b28abdd1cb6b9cdd8595f1098,,,interaction-state,2142,swf-mp3-stream,1,22050,68,"SoundStream in sprite:68, local head frame 1, first block frame 2, 26 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0004,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L10/IN/L10IN13.swf,61c2b91cc84de4bb4a9a732e6c087512dc93785b28abdd1cb6b9cdd8595f1098,,,interaction-state,2403,swf-mp3-stream,1,22050,82,"SoundStream in sprite:82, local head frame 1, first block frame 3, 29 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0005,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L10/IN/L10IN13.swf,61c2b91cc84de4bb4a9a732e6c087512dc93785b28abdd1cb6b9cdd8595f1098,,,interaction-state,2325,swf-mp3-stream,1,22050,94,"SoundStream in sprite:94, local head frame 1, first block frame 2, 28 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0006,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L10/IN/L10IN13.swf,61c2b91cc84de4bb4a9a732e6c087512dc93785b28abdd1cb6b9cdd8595f1098,,,interaction-state,2220,swf-mp3-stream,1,22050,128,"SoundStream in sprite:128, local head frame 1, first block frame 1, 27 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0007,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L10/IN/L10IN13.swf,61c2b91cc84de4bb4a9a732e6c087512dc93785b28abdd1cb6b9cdd8595f1098,,,interaction-state,2142,swf-mp3-stream,1,22050,140,"SoundStream in sprite:140, local head frame 1, first block frame 2, 26 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0008,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L10/IN/L10IN13.swf,61c2b91cc84de4bb4a9a732e6c087512dc93785b28abdd1cb6b9cdd8595f1098,,,interaction-state,2220,swf-mp3-stream,1,22050,168,"SoundStream in sprite:168, local head frame 1, first block frame 2, 27 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0009,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L10/IN/L10IN13.swf,61c2b91cc84de4bb4a9a732e6c087512dc93785b28abdd1cb6b9cdd8595f1098,,,interaction-state,2482,swf-mp3-stream,1,22050,182,"SoundStream in sprite:182, local head frame 1, first block frame 3, 30 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0010,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L10/IN/L10IN13.swf,61c2b91cc84de4bb4a9a732e6c087512dc93785b28abdd1cb6b9cdd8595f1098,,,interaction-state,2142,swf-mp3-stream,1,22050,221,"SoundStream in sprite:221, local head frame 1, first block frame 2, 26 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0011,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L10/IN/L10IN13.swf,61c2b91cc84de4bb4a9a732e6c087512dc93785b28abdd1cb6b9cdd8595f1098,,,interaction-state,11154,swf-mp3-stream,1,22050,222,"SoundStream in sprite:222, local head frame 1, first block frame 5, 135 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
