frame,requirement_id,frame_domain_id,trace_id,entry_state_sha256,time_ms,scenario,language,kind,expected_state,trigger,baseline_file,baseline_sha256,implementation_file,implementation_sha256,diff_file,diff_sha256,normalized_rmse,timing_result,visual_result,evidence_source,reviewer,notes
1,req:root:lesson-shell-natural-entry:en,root,trace:root:lesson-shell-natural-entry:en:seed-0,4935e43bf6b1a8080227d3dc4ddc011a48e5c5f79ec545afade2aea841046cb5,0,root-unavailable,en,structural-initial,source-derived structural candidate; directReasons=exported-action-script|initial-one-indexed-frame|script-stop-state|structural-action:DoAction; controlStates=1; interactionInstances=0; events=none; categories=none; sourceTimelineCount=1; projectionSha256=6911945d049e8ea7ca7a259d9d0ce6d5d9e0ef5b3ca61a42fd60dad3d616d6f5,static-source-control-state,,,,,,,,pending-authoritative-original-runtime,pending-authoritative-original-runtime,migrations/course-g05-l04-in-010/audit/scenario-inventory.json#source-derived-candidate,,"Static source-derived candidate only: the row frame is a declared pending coverage-domain structural anchor, not an observed runtime frame. The language value binds the existing pending coverage identity only; no bilingual visual or audio result is asserted. Baseline PNG, runtime authority, interaction causality, implementation capture, RMSE, human review, Owner acceptance, strict completion, and publication remain absent."
1,req:root:lesson-shell-natural-entry:es,root,trace:root:lesson-shell-natural-entry:es:seed-0,f348cd514b9c7a1f65e807b7586adf20afd621e03f7e8167db494dccf48d9845,0,root-unavailable,es,structural-initial,source-derived structural candidate; directReasons=exported-action-script|initial-one-indexed-frame|script-stop-state|structural-action:DoAction; controlStates=1; interactionInstances=0; events=none; categories=none; sourceTimelineCount=1; projectionSha256=6911945d049e8ea7ca7a259d9d0ce6d5d9e0ef5b3ca61a42fd60dad3d616d6f5,static-source-control-state,,,,,,,,pending-authoritative-original-runtime,pending-authoritative-original-runtime,migrations/course-g05-l04-in-010/audit/scenario-inventory.json#source-derived-candidate,,"Static source-derived candidate only: the row frame is a declared pending coverage-domain structural anchor, not an observed runtime frame. The language value binds the existing pending coverage identity only; no bilingual visual or audio result is asserted. Baseline PNG, runtime authority, interaction causality, implementation capture, RMSE, human review, Owner acceptance, strict completion, and publication remain absent."
6,req:root:lesson-shell-natural-entry:en,root,trace:root:lesson-shell-natural-entry:en:seed-0,4935e43bf6b1a8080227d3dc4ddc011a48e5c5f79ec545afade2aea841046cb5,416.666667,root-unavailable,en,authored-stop,source-derived structural candidate; directReasons=exported-action-script|frame-label:begin|script-stop-state|structural-action:DoAction; controlStates=1; interactionInstances=0; events=none; categories=none; sourceTimelineCount=1; projectionSha256=350b102d40805add3c5531bb91b3e9149238424facbb4009f705cd0283ff498f,static-source-control-state,,,,,,,,pending-authoritative-original-runtime,pending-authoritative-original-runtime,migrations/course-g05-l04-in-010/audit/scenario-inventory.json#source-derived-candidate,,"Static source-derived candidate only: the row frame is a declared pending coverage-domain structural anchor, not an observed runtime frame. The language value binds the existing pending coverage identity only; no bilingual visual or audio result is asserted. Baseline PNG, runtime authority, interaction causality, implementation capture, RMSE, human review, Owner acceptance, strict completion, and publication remain absent."
6,req:root:lesson-shell-natural-entry:es,root,trace:root:lesson-shell-natural-entry:es:seed-0,f348cd514b9c7a1f65e807b7586adf20afd621e03f7e8167db494dccf48d9845,416.666667,root-unavailable,es,authored-stop,source-derived structural candidate; directReasons=exported-action-script|frame-label:begin|script-stop-state|structural-action:DoAction; controlStates=1; interactionInstances=0; events=none; categories=none; sourceTimelineCount=1; projectionSha256=350b102d40805add3c5531bb91b3e9149238424facbb4009f705cd0283ff498f,static-source-control-state,,,,,,,,pending-authoritative-original-runtime,pending-authoritative-original-runtime,migrations/course-g05-l04-in-010/audit/scenario-inventory.json#source-derived-candidate,,"Static source-derived candidate only: the row frame is a declared pending coverage-domain structural anchor, not an observed runtime frame. The language value binds the existing pending coverage identity only; no bilingual visual or audio result is asserted. Baseline PNG, runtime authority, interaction causality, implementation capture, RMSE, human review, Owner acceptance, strict completion, and publication remain absent."
10,req:root:lesson-shell-natural-entry:en,root,trace:root:lesson-shell-natural-entry:en:seed-0,4935e43bf6b1a8080227d3dc4ddc011a48e5c5f79ec545afade2aea841046cb5,750,root-unavailable,en,structural-terminal,source-derived structural candidate; directReasons=terminal-structural-frame; controlStates=1; interactionInstances=0; events=none; categories=none; sourceTimelineCount=1; projectionSha256=c16d8d74687e4f424f869c05e91ddfaa6abd75f4b69d2da5a0f6158489af71df,static-source-control-state,,,,,,,,pending-authoritative-original-runtime,pending-authoritative-original-runtime,migrations/course-g05-l04-in-010/audit/scenario-inventory.json#source-derived-candidate,,"Static source-derived candidate only: the row frame is a declared pending coverage-domain structural anchor, not an observed runtime frame. The language value binds the existing pending coverage identity only; no bilingual visual or audio result is asserted. Baseline PNG, runtime authority, interaction causality, implementation capture, RMSE, human review, Owner acceptance, strict completion, and publication remain absent."
10,req:root:lesson-shell-natural-entry:es,root,trace:root:lesson-shell-natural-entry:es:seed-0,f348cd514b9c7a1f65e807b7586adf20afd621e03f7e8167db494dccf48d9845,750,root-unavailable,es,structural-terminal,source-derived structural candidate; directReasons=terminal-structural-frame; controlStates=1; interactionInstances=0; events=none; categories=none; sourceTimelineCount=1; projectionSha256=c16d8d74687e4f424f869c05e91ddfaa6abd75f4b69d2da5a0f6158489af71df,static-source-control-state,,,,,,,,pending-authoritative-original-runtime,pending-authoritative-original-runtime,migrations/course-g05-l04-in-010/audit/scenario-inventory.json#source-derived-candidate,,"Static source-derived candidate only: the row frame is a declared pending coverage-domain structural anchor, not an observed runtime frame. The language value binds the existing pending coverage identity only; no bilingual visual or audio result is asserted. Baseline PNG, runtime authority, interaction causality, implementation capture, RMSE, human review, Owner acceptance, strict completion, and publication remain absent."
1,req:sprite-58:lesson-shell-natural-entry:en,sprite-58,trace:sprite-58:lesson-shell-natural-entry:en:seed-0,8d9b28b8ed4690b6ed23c693d7da9a9754d27d0979f2893dff18f99a6e0c2633,0,source-static-frame,en,interaction,source-derived structural candidate; directReasons=exported-action-script|initial-one-indexed-frame|structural-action:DoAction; controlStates=1; interactionInstances=4; events=release; categories=glossary-or-hyperlink; sourceTimelineCount=1; projectionSha256=5f79e797d1318eb4cf318d48c53f9f17d5a11030e450a22d88288cf4f25caa18,static-source-interaction-obligation,,,,,,,,pending-authoritative-original-runtime,pending-authoritative-original-runtime,migrations/course-g05-l04-in-010/audit/scenario-inventory.json#source-derived-candidate,,"Static source-derived candidate only: the row frame is a declared pending coverage-domain structural anchor, not an observed runtime frame. The language value binds the existing pending coverage identity only; no bilingual visual or audio result is asserted. Baseline PNG, runtime authority, interaction causality, implementation capture, RMSE, human review, Owner acceptance, strict completion, and publication remain absent."
1,req:sprite-58:lesson-shell-natural-entry:es,sprite-58,trace:sprite-58:lesson-shell-natural-entry:es:seed-0,31ce24b226626dee6205b49ba787cfba858334e7da815e3b98fdab76cf7e9533,0,source-static-frame,es,interaction,source-derived structural candidate; directReasons=exported-action-script|initial-one-indexed-frame|structural-action:DoAction; controlStates=1; interactionInstances=4; events=release; categories=glossary-or-hyperlink; sourceTimelineCount=1; projectionSha256=5f79e797d1318eb4cf318d48c53f9f17d5a11030e450a22d88288cf4f25caa18,static-source-interaction-obligation,,,,,,,,pending-authoritative-original-runtime,pending-authoritative-original-runtime,migrations/course-g05-l04-in-010/audit/scenario-inventory.json#source-derived-candidate,,"Static source-derived candidate only: the row frame is a declared pending coverage-domain structural anchor, not an observed runtime frame. The language value binds the existing pending coverage identity only; no bilingual visual or audio result is asserted. Baseline PNG, runtime authority, interaction causality, implementation capture, RMSE, human review, Owner acceptance, strict completion, and publication remain absent."
130,req:sprite-58:lesson-shell-natural-entry:en,sprite-58,trace:sprite-58:lesson-shell-natural-entry:en:seed-0,8d9b28b8ed4690b6ed23c693d7da9a9754d27d0979f2893dff18f99a6e0c2633,10750,source-static-frame,en,interaction,source-derived structural candidate; directReasons=event-handler:release|exported-action-script|script-stop-state|structural-action:DoAction; controlStates=11; interactionInstances=6; events=release; categories=audio-control|navigation-or-timeline|wrong-outcome; sourceTimelineCount=8; projectionSha256=7f747c55326c377296c0155fef263367c8d921d3dfc129961b74490781a7fc5d,static-source-interaction-obligation,,,,,,,,pending-authoritative-original-runtime,pending-authoritative-original-runtime,migrations/course-g05-l04-in-010/audit/scenario-inventory.json#source-derived-candidate,,"Static source-derived candidate only: the row frame is a declared pending coverage-domain structural anchor, not an observed runtime frame. The language value binds the existing pending coverage identity only; no bilingual visual or audio result is asserted. Baseline PNG, runtime authority, interaction causality, implementation capture, RMSE, human review, Owner acceptance, strict completion, and publication remain absent."
130,req:sprite-58:lesson-shell-natural-entry:es,sprite-58,trace:sprite-58:lesson-shell-natural-entry:es:seed-0,31ce24b226626dee6205b49ba787cfba858334e7da815e3b98fdab76cf7e9533,10750,source-static-frame,es,interaction,source-derived structural candidate; directReasons=event-handler:release|exported-action-script|script-stop-state|structural-action:DoAction; controlStates=11; interactionInstances=6; events=release; categories=audio-control|navigation-or-timeline|wrong-outcome; sourceTimelineCount=8; projectionSha256=7f747c55326c377296c0155fef263367c8d921d3dfc129961b74490781a7fc5d,static-source-interaction-obligation,,,,,,,,pending-authoritative-original-runtime,pending-authoritative-original-runtime,migrations/course-g05-l04-in-010/audit/scenario-inventory.json#source-derived-candidate,,"Static source-derived candidate only: the row frame is a declared pending coverage-domain structural anchor, not an observed runtime frame. The language value binds the existing pending coverage identity only; no bilingual visual or audio result is asserted. Baseline PNG, runtime authority, interaction causality, implementation capture, RMSE, human review, Owner acceptance, strict completion, and publication remain absent."
