cue_id,language,source_file,sha256,start_frame,start_frame_domain_id,start_semantics,duration_ms,format,channels,sample_rate_hz,source_character_id,notes
catalog-audio-01,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/SA/L4TI05.mp3,ebffb598ff11bff88bb78770618bec13c4d19ae6c4208d5155c93c2508618232,,,host-user-activated,9240,mp3,1,48000,,ffprobe version 8.1.2 Copyright (c) 2007-2026 the FFmpeg developers; codec=mp3; stream_bitrate_bps=112000; container_bitrate_bps=112000; language=es from legacy host directory semantics (The legacy host maps language code SP and Spanish page audio to the SA directory.); start_semantics=host-user-activated; no child-timeline start_frame is asserted; spoken content and synchronization require authoritative listening.
embedded-stream-0001,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/TI/L4TI05.swf,3885922f634898e27deee2e04f79dca5129be35a96e1675e3882760f1d285d23,,,interaction-state,392,swf-mp3-stream,1,22050,8,"SoundStream in sprite:8, local head frame 1, first block frame 1, 5 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0002,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/TI/L4TI05.swf,3885922f634898e27deee2e04f79dca5129be35a96e1675e3882760f1d285d23,,,interaction-state,392,swf-mp3-stream,1,22050,99,"SoundStream in sprite:99, local head frame 1, first block frame 1, 5 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0003,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/TI/L4TI05.swf,3885922f634898e27deee2e04f79dca5129be35a96e1675e3882760f1d285d23,,,interaction-state,1228,swf-mp3-stream,1,22050,107,"SoundStream in sprite:107, local head frame 1, first block frame 1, 15 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0004,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/TI/L4TI05.swf,3885922f634898e27deee2e04f79dca5129be35a96e1675e3882760f1d285d23,,,interaction-state,4389,swf-mp3-stream,1,22050,111,"SoundStream in sprite:111, local head frame 1, first block frame 3, 53 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0005,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/TI/L4TI05.swf,3885922f634898e27deee2e04f79dca5129be35a96e1675e3882760f1d285d23,,,interaction-state,1567,swf-mp3-stream,1,22050,113,"SoundStream in sprite:113, local head frame 1, first block frame 2, 19 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0006,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/TI/L4TI05.swf,3885922f634898e27deee2e04f79dca5129be35a96e1675e3882760f1d285d23,,,interaction-state,1985,swf-mp3-stream,1,22050,141,"SoundStream in sprite:141, local head frame 1, first block frame 2, 24 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0007,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/TI/L4TI05.swf,3885922f634898e27deee2e04f79dca5129be35a96e1675e3882760f1d285d23,,,interaction-state,1985,swf-mp3-stream,1,22050,173,"SoundStream in sprite:173, local head frame 1, first block frame 2, 24 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0008,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/TI/L4TI05.swf,3885922f634898e27deee2e04f79dca5129be35a96e1675e3882760f1d285d23,,,interaction-state,1985,swf-mp3-stream,1,22050,198,"SoundStream in sprite:198, local head frame 1, first block frame 3, 25 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0009,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/TI/L4TI05.swf,3885922f634898e27deee2e04f79dca5129be35a96e1675e3882760f1d285d23,,,interaction-state,2142,swf-mp3-stream,1,22050,238,"SoundStream in sprite:238, local head frame 1, first block frame 2, 26 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0010,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/TI/L4TI05.swf,3885922f634898e27deee2e04f79dca5129be35a96e1675e3882760f1d285d23,,,interaction-state,2064,swf-mp3-stream,1,22050,268,"SoundStream in sprite:268, local head frame 1, first block frame 2, 25 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
