cue_id,language,source_file,sha256,start_frame,start_frame_domain_id,start_semantics,duration_ms,format,channels,sample_rate_hz,source_character_id,notes
catalog-audio-01,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/SA/L5TS08.mp3,893311f9b995957218144b987aec8bc4659ce284d484caf8351124efb7ad2d13,,,host-user-activated,4536,mp3,1,48000,,ffprobe version 8.1.2 Copyright (c) 2007-2026 the FFmpeg developers; codec=mp3; stream_bitrate_bps=112000; container_bitrate_bps=112000; language=es from legacy host directory semantics (The legacy host maps language code SP and Spanish page audio to the SA directory.); start_semantics=host-user-activated; no child-timeline start_frame is asserted; spoken content and synchronization require authoritative listening.
embedded-stream-0001,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/TS/L5TS08.swf,752ec6444203e2faff46a9c711ed76ee54a9f42e1111d9f78aad506cf8cc95d2,,,interaction-state,5721,swf-mp3-stream,1,22050,91,"SoundStream in sprite:91, local head frame 1, first block frame 2, 69 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0002,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/TS/L5TS08.swf,752ec6444203e2faff46a9c711ed76ee54a9f42e1111d9f78aad506cf8cc95d2,,,interaction-state,392,swf-mp3-stream,1,22050,120,"SoundStream in sprite:120, local head frame 1, first block frame 1, 5 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0003,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/TS/L5TS08.swf,752ec6444203e2faff46a9c711ed76ee54a9f42e1111d9f78aad506cf8cc95d2,,,interaction-state,2220,swf-mp3-stream,1,22050,197,"SoundStream in sprite:197, local head frame 1, first block frame 2, 27 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0004,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/TS/L5TS08.swf,752ec6444203e2faff46a9c711ed76ee54a9f42e1111d9f78aad506cf8cc95d2,,,interaction-state,2220,swf-mp3-stream,1,22050,208,"SoundStream in sprite:208, local head frame 1, first block frame 2, 27 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0005,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/TS/L5TS08.swf,752ec6444203e2faff46a9c711ed76ee54a9f42e1111d9f78aad506cf8cc95d2,,,interaction-state,2325,swf-mp3-stream,1,22050,220,"SoundStream in sprite:220, local head frame 1, first block frame 2, 28 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0006,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/TS/L5TS08.swf,752ec6444203e2faff46a9c711ed76ee54a9f42e1111d9f78aad506cf8cc95d2,,,interaction-state,2403,swf-mp3-stream,1,22050,232,"SoundStream in sprite:232, local head frame 1, first block frame 2, 30 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0007,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/TS/L5TS08.swf,752ec6444203e2faff46a9c711ed76ee54a9f42e1111d9f78aad506cf8cc95d2,,,interaction-state,1985,swf-mp3-stream,1,22050,256,"SoundStream in sprite:256, local head frame 1, first block frame 3, 25 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0008,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/TS/L5TS08.swf,752ec6444203e2faff46a9c711ed76ee54a9f42e1111d9f78aad506cf8cc95d2,,,interaction-state,2220,swf-mp3-stream,1,22050,273,"SoundStream in sprite:273, local head frame 1, first block frame 2, 27 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0009,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/TS/L5TS08.swf,752ec6444203e2faff46a9c711ed76ee54a9f42e1111d9f78aad506cf8cc95d2,,,interaction-state,1082,swf-adpcm-stream,1,5512.5,285,"SoundStream in sprite:285, local head frame 1, first block frame 1, 13 blocks, sync=stream; nominal-samples-per-block-times-block-count; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0010,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/TS/L5TS08.swf,752ec6444203e2faff46a9c711ed76ee54a9f42e1111d9f78aad506cf8cc95d2,,,interaction-state,2482,swf-mp3-stream,1,22050,299,"SoundStream in sprite:299, local head frame 1, first block frame 3, 30 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
