cue_id,language,source_file,sha256,start_frame,start_frame_domain_id,start_semantics,duration_ms,format,channels,sample_rate_hz,source_character_id,notes
catalog-audio-01,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/SA/L4IN03.mp3,0981e12136dbe0fffbdb857be3a8dc76c328bd7637c936e541e48c96fe7ac88f,,,host-user-activated,5880,mp3,1,48000,,ffprobe version 8.1.2 Copyright (c) 2007-2026 the FFmpeg developers; codec=mp3; stream_bitrate_bps=112000; container_bitrate_bps=112000; language=es from legacy host directory semantics (The legacy host maps language code SP and Spanish page audio to the SA directory.); start_semantics=host-user-activated; no child-timeline start_frame is asserted; spoken content and synchronization require authoritative listening.
embedded-stream-0001,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN03.swf,1de1f053323dfa1bb9ad1e7344d324faa27f7eaed07a782b906ade0684b29d95,,,interaction-state,392,swf-mp3-stream,1,22050,38,"SoundStream in sprite:38, local head frame 1, first block frame 1, 5 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0002,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN03.swf,1de1f053323dfa1bb9ad1e7344d324faa27f7eaed07a782b906ade0684b29d95,,,interaction-state,2064,swf-mp3-stream,1,22050,43,"SoundStream in sprite:43, local head frame 1, first block frame 2, 26 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0003,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN03.swf,1de1f053323dfa1bb9ad1e7344d324faa27f7eaed07a782b906ade0684b29d95,,,interaction-state,2142,swf-mp3-stream,1,22050,61,"SoundStream in sprite:61, local head frame 1, first block frame 2, 26 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0004,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN03.swf,1de1f053323dfa1bb9ad1e7344d324faa27f7eaed07a782b906ade0684b29d95,,,interaction-state,2403,swf-mp3-stream,1,22050,75,"SoundStream in sprite:75, local head frame 1, first block frame 3, 29 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0005,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN03.swf,1de1f053323dfa1bb9ad1e7344d324faa27f7eaed07a782b906ade0684b29d95,,,interaction-state,2325,swf-mp3-stream,1,22050,87,"SoundStream in sprite:87, local head frame 1, first block frame 2, 28 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0006,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN03.swf,1de1f053323dfa1bb9ad1e7344d324faa27f7eaed07a782b906ade0684b29d95,,,interaction-state,2220,swf-mp3-stream,1,22050,121,"SoundStream in sprite:121, local head frame 1, first block frame 1, 27 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0007,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN03.swf,1de1f053323dfa1bb9ad1e7344d324faa27f7eaed07a782b906ade0684b29d95,,,interaction-state,2142,swf-mp3-stream,1,22050,133,"SoundStream in sprite:133, local head frame 1, first block frame 2, 26 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0008,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN03.swf,1de1f053323dfa1bb9ad1e7344d324faa27f7eaed07a782b906ade0684b29d95,,,interaction-state,2220,swf-mp3-stream,1,22050,161,"SoundStream in sprite:161, local head frame 1, first block frame 2, 27 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0009,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN03.swf,1de1f053323dfa1bb9ad1e7344d324faa27f7eaed07a782b906ade0684b29d95,,,interaction-state,2482,swf-mp3-stream,1,22050,175,"SoundStream in sprite:175, local head frame 1, first block frame 3, 30 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0010,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN03.swf,1de1f053323dfa1bb9ad1e7344d324faa27f7eaed07a782b906ade0684b29d95,,,interaction-state,2142,swf-mp3-stream,1,22050,214,"SoundStream in sprite:214, local head frame 1, first block frame 2, 26 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
