cue_id,language,source_file,sha256,start_frame,start_frame_domain_id,start_semantics,duration_ms,format,channels,sample_rate_hz,source_character_id,notes
catalog-audio-001,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/SA/L3TS08.mp3,1f1b05f78d571ed7c756013377bee1a86d0e893b45c6bf381bf9340ae22a764c,,,catalog association only; runtime cue is unresolved,12984,mp3,1,48000,,"association=matching-basename; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
embedded-audio-001,und,artifacts/g4-l3-embedded-audio/sha256/cc/cc86fd730e1738e0f1a19976fe0cbdd06b3f92eef3a291bdd3a13b84b83b57c0.mp3,cc86fd730e1738e0f1a19976fe0cbdd06b3f92eef3a291bdd3a13b84b83b57c0,1,sprite-91,static SoundStreamHead frame in owner domain; runtime reachability unresolved,5694,mp3,1,22050,,"unitReferenceId=course-g04-l03-ts-008/sound-stream-1/source-order-1; source SWF=source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/TS/L3TS08.swf; sourceFormat=mp3; probeStatus=ffprobe-parsed-ffmpeg-decode-check-passed; payload is an exact machine archive; language, cue, synchronization, listening quality, and acceptance are not established."
embedded-audio-002,und,artifacts/g4-l3-embedded-audio/sha256/ad/ad4a86a727b8d4b5379655258cdffc62f85f89cb460a96565fad27d975a2aa38.mp3,ad4a86a727b8d4b5379655258cdffc62f85f89cb460a96565fad27d975a2aa38,1,sprite-140,static SoundStreamHead frame in owner domain; runtime reachability unresolved,390,mp3,1,22050,,"unitReferenceId=course-g04-l03-ts-008/sound-stream-2/source-order-2; source SWF=source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/TS/L3TS08.swf; sourceFormat=mp3; probeStatus=ffprobe-parsed-ffmpeg-decode-check-passed; payload is an exact machine archive; language, cue, synchronization, listening quality, and acceptance are not established."
embedded-audio-003,und,artifacts/g4-l3-embedded-audio/sha256/f8/f87ec03bf9163390a117b6ad1ea7c47dab7ea7e729219acff0e0617f6100a9f1.mp3,f87ec03bf9163390a117b6ad1ea7c47dab7ea7e729219acff0e0617f6100a9f1,1,sprite-197,static SoundStreamHead frame in owner domain; runtime reachability unresolved,2210,mp3,1,22050,,"unitReferenceId=course-g04-l03-ts-008/sound-stream-3/source-order-3; source SWF=source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/TS/L3TS08.swf; sourceFormat=mp3; probeStatus=ffprobe-parsed-ffmpeg-decode-check-passed; payload is an exact machine archive; language, cue, synchronization, listening quality, and acceptance are not established."
embedded-audio-004,und,artifacts/g4-l3-embedded-audio/sha256/d7/d7a98a5d899d27fb01a48d98e1a3957f03edfe8c7f68dddfb40fe552e311c0d0.mp3,d7a98a5d899d27fb01a48d98e1a3957f03edfe8c7f68dddfb40fe552e311c0d0,1,sprite-208,static SoundStreamHead frame in owner domain; runtime reachability unresolved,2210,mp3,1,22050,,"unitReferenceId=course-g04-l03-ts-008/sound-stream-4/source-order-4; source SWF=source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/TS/L3TS08.swf; sourceFormat=mp3; probeStatus=ffprobe-parsed-ffmpeg-decode-check-passed; payload is an exact machine archive; language, cue, synchronization, listening quality, and acceptance are not established."
embedded-audio-005,und,artifacts/g4-l3-embedded-audio/sha256/18/187a32ba065a2534843eaef91e70bd2491595f9f00b9598ea15be9a843a24d3d.mp3,187a32ba065a2534843eaef91e70bd2491595f9f00b9598ea15be9a843a24d3d,1,sprite-220,static SoundStreamHead frame in owner domain; runtime reachability unresolved,2314,mp3,1,22050,,"unitReferenceId=course-g04-l03-ts-008/sound-stream-5/source-order-5; source SWF=source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/TS/L3TS08.swf; sourceFormat=mp3; probeStatus=ffprobe-parsed-ffmpeg-decode-check-passed; payload is an exact machine archive; language, cue, synchronization, listening quality, and acceptance are not established."
embedded-audio-006,und,artifacts/g4-l3-embedded-audio/sha256/c3/c374d3f9cf0f5fd1adfbd46c74abd7d3bd2d0b1d41bf15b3758a87386a6ca7d1.mp3,c374d3f9cf0f5fd1adfbd46c74abd7d3bd2d0b1d41bf15b3758a87386a6ca7d1,1,sprite-232,static SoundStreamHead frame in owner domain; runtime reachability unresolved,2392,mp3,1,22050,,"unitReferenceId=course-g04-l03-ts-008/sound-stream-6/source-order-6; source SWF=source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/TS/L3TS08.swf; sourceFormat=mp3; probeStatus=ffprobe-parsed-ffmpeg-decode-check-passed; payload is an exact machine archive; language, cue, synchronization, listening quality, and acceptance are not established."
embedded-audio-007,und,artifacts/g4-l3-embedded-audio/sha256/52/529ef71f4768ba9c0f830a67547066e4b8b20091bc8e3cd0782e1fbdfbb64085.mp3,529ef71f4768ba9c0f830a67547066e4b8b20091bc8e3cd0782e1fbdfbb64085,1,sprite-260,static SoundStreamHead frame in owner domain; runtime reachability unresolved,2210,mp3,1,22050,,"unitReferenceId=course-g04-l03-ts-008/sound-stream-7/source-order-7; source SWF=source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/TS/L3TS08.swf; sourceFormat=mp3; probeStatus=ffprobe-parsed-ffmpeg-decode-check-passed; payload is an exact machine archive; language, cue, synchronization, listening quality, and acceptance are not established."
embedded-audio-008,und,artifacts/g4-l3-embedded-audio/sha256/1b/1b7f35c62c832068bd2e0e54246c591df18f08e9ff8c77527e6f3ba03650246f.mp3,1b7f35c62c832068bd2e0e54246c591df18f08e9ff8c77527e6f3ba03650246f,1,sprite-284,static SoundStreamHead frame in owner domain; runtime reachability unresolved,1976,mp3,1,22050,,"unitReferenceId=course-g04-l03-ts-008/sound-stream-8/source-order-8; source SWF=source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/TS/L3TS08.swf; sourceFormat=mp3; probeStatus=ffprobe-parsed-ffmpeg-decode-check-passed; payload is an exact machine archive; language, cue, synchronization, listening quality, and acceptance are not established."
embedded-audio-009,und,artifacts/g4-l3-embedded-audio/sha256/3d/3dda8c412ae366891bd7ce7f1603c70f4ec8438806191c75a25328963fdb8ee7.mp3,3dda8c412ae366891bd7ce7f1603c70f4ec8438806191c75a25328963fdb8ee7,1,sprite-300,static SoundStreamHead frame in owner domain; runtime reachability unresolved,2210,mp3,1,22050,,"unitReferenceId=course-g04-l03-ts-008/sound-stream-9/source-order-9; source SWF=source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/TS/L3TS08.swf; sourceFormat=mp3; probeStatus=ffprobe-parsed-ffmpeg-decode-check-passed; payload is an exact machine archive; language, cue, synchronization, listening quality, and acceptance are not established."
embedded-audio-010,und,artifacts/g4-l3-embedded-audio/sha256/e5/e5c99e029d9df7717bc7755b5f4660841ad3f453d10bb8dbc8010d69b5a653b6.bin,e5c99e029d9df7717bc7755b5f4660841ad3f453d10bb8dbc8010d69b5a653b6,1,sprite-312,static SoundStreamHead frame in owner domain; runtime reachability unresolved,,adpcm,,5512,,"unitReferenceId=course-g04-l03-ts-008/sound-stream-10/source-order-10; source SWF=source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/TS/L3TS08.swf; sourceFormat=adpcm; probeStatus=ffprobe-parse-failed; payload is an exact machine archive; language, cue, synchronization, listening quality, and acceptance are not established."
embedded-audio-011,und,artifacts/g4-l3-embedded-audio/sha256/ed/ede0affb88cb9c7d0378514ff027a74e843f5f1cbac3f751820392dd9420d9e8.mp3,ede0affb88cb9c7d0378514ff027a74e843f5f1cbac3f751820392dd9420d9e8,1,sprite-324,static SoundStreamHead frame in owner domain; runtime reachability unresolved,2314,mp3,1,22050,,"unitReferenceId=course-g04-l03-ts-008/sound-stream-11/source-order-11; source SWF=source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/TS/L3TS08.swf; sourceFormat=mp3; probeStatus=ffprobe-parsed-ffmpeg-decode-check-passed; payload is an exact machine archive; language, cue, synchronization, listening quality, and acceptance are not established."
embedded-audio-012,und,artifacts/g4-l3-embedded-audio/sha256/61/61c6ee85b45aef9e3b9373e39dc16d1fa2785b3c21f11bfefcf7cf84c365130a.mp3,61c6ee85b45aef9e3b9373e39dc16d1fa2785b3c21f11bfefcf7cf84c365130a,1,sprite-350,static SoundStreamHead frame in owner domain; runtime reachability unresolved,64246,mp3,1,22050,,"unitReferenceId=course-g04-l03-ts-008/sound-stream-12/source-order-12; source SWF=source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/TS/L3TS08.swf; sourceFormat=mp3; probeStatus=ffprobe-parsed-ffmpeg-decode-check-passed; payload is an exact machine archive; language, cue, synchronization, listening quality, and acceptance are not established."
